paperId,title,year,venue,citationCount,abstract,source,pre_score
47db485ec9e859b63bb4da9c8cc5c9fce226561e,Energy Optimal Route Planning Framework for Electric Vehicles Using Hybrid Artificial Intelligence Models,2026,International Conference Trends Material Science and Inventive Materials,0,"The rapid proliferation of electric vehicles (EVs) has necessitated intelligent route planning systems that prioritize energy efficiency over mere distance or travel time. This study proposes a novel Energy Optimal Route Planning Framework that integrates multi-source spatio-temporal data with hybrid artificial intelligence (AI) models to enhance navigation decisions for EVs. The artificial intelligence approach includes the graph-based representation of roads, physics-directed neural differenti",s2_recommendations,3
9f24c6fd1efd1b29f46d8740d77d787be6ae333f,Research on Integrated Road Dynamic Recognition and Path Planning of Intelligent Vehicles Based on Reinforcement Learning,2026,International Journal of Emerging Technologies and Advanced Applications,0,"The integrated research on intelligent vehicles in road dynamic recognition and path planning is based on reinforcement learning. In complex urban scenarios, intelligent vehicles face the core bottleneck problem of ""disconnection between perception and decision-making, and lagging response"". This paper focuses on this issue and proposes an integrated framework of ""lightweight reinforcement learning path planning integrating multi-modal perception"". Before that, it first analyzes the current rese",s2_recommendations,3
9bf6fff9dbc768f1c9c1f04a44b1c5ae33a90ce2,Hybrid Graph Neural Network Model for Energy-efficient Route Planning in Autonomous EV Mobility Networks,2026,International Conference Trends Material Science and Inventive Materials,0,"A major challenge in autonomous electric vehicle mobility networks is the optimisation of a renewable energy route, which is affected by varying traffic conditions, complex road layouts and constraints on battery size. The traditional shortest-path and rule-based routing techniques are not tailored enough to solve these related problems for energy efficient but short EV routes. In this paper, we propose a hybrid model for representing road networks by energy-aware graphs and inferring optimal ro",s2_recommendations,3
25225121d8843e093e6509a65c2c4b79ae5bd26b,Enhancing Traffic Monitoring Accuracy Using Real-Time Video Processing and Machine Learning,2026,International Conference Trends Material Science and Inventive Materials,0,"Traffic congestion has become a major problem in today's urban transport systems. This is mainly due to rapid urban growth and more vehicles on the road. Traditional navigation apps like Google Maps mainly use crowd-sourced GPS data to predict traffic conditions. This can lead to inaccurate forecasts, especially in areas with fewer users or during unexpected traffic jams. To tackle this issue, this paper presents an intelligent traffic monitoring and navigation support system. It combines map-ba",s2_recommendations,3
1517221105fe32ddea85f131197dc605ab5459dc,Energy-Conscious Route Planning for Electric Vehicles using Graph Neural Networks,2026,International Congress on Information and Communication Technology,0,"The increasing adoption of electric vehicles amplifies the necessity for routing that takes into account limits of battery life on the one hand and road conditions on the other. Conventional routing algorithms such as Dijkstra’s and A* are quite efficient and reliable in straightforward situations however they are unable to tackle many issues faced by e-vehicles such as battery depletion, regenerative braking, and locating their charging facilities. In fact, the study suggests a solution in the ",s2_recommendations,3
7de74a80f6d4ff71e7b0ae51649c6305a42b972e,Scaling Last Mile Logistics: Real-Time Route Optimization and Event Forecasting for High-Density Urban Deliveries,2026,Social Science Research Network,0,"Last-mile delivery constitutes the most expensive and complex segment of urban logistics, accounting for up to 53% of total shipping costs. As e-commerce volumes surge and customer expectations for rapid delivery intensify, logistics operators face unprecedented challenges in optimizing delivery operations within congested urban environments. This paper presents a comprehensive framework for scaling last-mile logistics through real-time route optimization and predictive event forecasting. We int",s2_recommendations,3
16c304932f011c8abc1fc589b8eab09f3ba7cdab,GOGREEN: Carbon Aware Eco-Route Optimization for Multi Vehicle Transportation,2026,International Scientific Journal of Engineering and Management,0,"Abstract - Transportation systems are one of the major contributors to global carbon emissions, fuel consumption, and urban air pollution. Traditional routing systems mainly focus on minimizing travel distance or travel time without considering environmental impact, traffic congestion, or fuel efficiency. This limitation increases greenhouse gas emissions and reduces transportation sustainability, especially in large-scale logistics and multi-vehicle transportation systems. In recent years, Arti",s2_recommendations,3
0634826cd34a99b4716228e81c4c0066ba8a5a61,A Graph Reinforcement Learning-Based Charging Guidance Strategy for Electric Vehicles in Faulty Electricity–Transportation Coupled Networks,2026,Symmetry,0,"To address the issues of load aggregation and traffic congestion in faulty electricity–transportation coupled networks (ETCNs), this paper proposes an electric vehicle (EV) charging guidance strategy based on Graph Reinforcement Learning (GRL). First, a graph-structured feature extraction model is developed. The GraphSAGE module is employed to capture the multi-scale spatiotemporal features of the ETCN. The topological changes and energy-information interaction characteristics under fault scenar",s2_recommendations,3
0cf5d2c71425bbac5e91b960c6d089b4bc148e6c,Towards Autonomous Railway Operations: A Semi-Hierarchical Deep Reinforcement Learning Approach to the Vehicle Rescheduling Problem,2026,,0,"Managing disruptions in railway traffic management is a major challenge. Rising traffic density and infrastructure limits increase complexity, making the Vehicle Routing and Scheduling Problem (VRSP) difficult to solve reliably and in real time. While Operational Research (OR) methods are widely used, most dispatching still relies on human expertise due to the problem's exponential combinatorial complexity. Reinforcement Learning (RL) has gained attention for its potential in multi-agent coordin",s2_recommendations,3
b4865b4038ad4787240966c1f2821ab76ebaae79,AI to Predict and Determine Incoming Traffic Based on Vehicle Speed,2026,International Journal of Emerging Trends in Computer Science and Information Technology,0,"Traffic jam has emerged as one of the most immovable problems of the urban mobility in the recent urban history, which have consequences on the time of travel, fuel economy, road safety and the environmental sustainability. Conventional traffic management is founded on conventional sensing methods such as inductive loop detectors, cameras or radar which are usually susceptible to processing real-time loads of data to extremely large volumes. The recent advances of artificial intelligence (AI) co",s2_recommendations,3
d5bb1e32a282f05f5a4782ef0748c8cf82e2929b,Research on Proximal Policy Optimization Algorithm in Path Planning for UAV-Based Vehicle Tracking,2026,Drones,0,"Unmanned Aerial Vehicle (UAV) tracking of ground moving targets holds significant applications in domains such as intelligent transportation, logistics distribution, and environmental monitoring, placing greater demands on efficient and stable path-planning methods for vehicular tracking. This study investigates a UAV path tracking approach based on a deep reinforcement learning algorithm, Proximal Policy Optimization (PPO). Starting from the kinematic characteristics of UAVs and ground vehicles",s2_recommendations,3
78f53e45c6419fb2390af189fe88894e2bc319a5,INTELLIGENT TRAFFIC MANAGEMENT SYSTEM FOR A MINING ENTERPRISE BASED ON A MULTI-AGENT APPROACH,2026,Naukovyi visnyk Donetskoho natsionalnoho tekhnichnoho universytetu,0,"Objective. To develop, formalize, and evaluate a decentralized multi-agent system for real‑time traffic management in autonomous open‑pit mining operations, aimed at minimizing truck idle time, preventing congestion and deadlocks, and increasing overall haulage efficiency.
Methodology. The system is designed using a multi‑agent paradigm where haul trucks, excavators,dumping points, and key infrastructure elements are modeled as autonomous agents. Task allocation is performed via a market‑based C",s2_recommendations,3
1f373188938cd0b44de770755baba96c1b841500,Multiobjective Constraints‐Aware Adaptive Deep Actor–Critic Reinforcement Learning for Spectrum Management and Congestion Control for Traffic Reduction in D2D Communication,2026,International Journal of Communication Systems,0,"In 5G networks, device‐to‐device (D2D) communication is considered for its potential to reduce latency. Conventional methods do not manage congestion issues efficiently, as they result in performance degradation issues. This research work proposes an Adaptive Deep Actor–Critic Reinforcement Learning (ADACRL) architecture to limit data traffic as well as optimally achieve spectrum management and reduce congestion issues in D2D communication. The developed ADACRL model exploits the best properties",s2_recommendations,3
